model,threshold,accuracy,precision,recall,roc_auc,pr_auc,recall_at_top10,tn,fp,fn,tp
logistic_regression,0.5,0.8055358410220014,0.6572327044025157,0.5588235294117647,0.8420341522643313,0.6337024099769349,0.27807486631016043,926,109,165,209
